# Expression Atlas version: 3.5
# Query: Genes matching: default query, specifically up/down differentially expressed in 2 comparisons  given the p-value cutoff 1 and log2-fold change cutoff 0 in experiment E-MTAB-4152
# Timestamp: Sun, 23-Jul-2017 11:46:47
Gene ID	Gene Name	Design Element	'osteoblasts in direct co-culture with human umbilical vein endothelial cells' vs 'osteoblasts in monoculture'.foldChange	'osteoblasts in direct co-culture with human umbilical vein endothelial cells' vs 'osteoblasts in monoculture'.pValue	'osteoblasts in direct co-culture with human umbilical vein endothelial cells' vs 'osteoblasts in monoculture'.tStat	'osteoblasts in indirect co-culture with human umbilical vein endothelial cells' vs 'osteoblasts in monoculture'.foldChange	'osteoblasts in indirect co-culture with human umbilical vein endothelial cells' vs 'osteoblasts in monoculture'.pValue	'osteoblasts in indirect co-culture with human umbilical vein endothelial cells' vs 'osteoblasts in monoculture'.tStat
ENSG00000252546	RNA5SP466	8025990				-0.1	0.739116875008372	-0.545166815192328
ENSG00000252549	RNU6-759P	8065990				0.3	0.0332457750627905	4.1203085108244
ENSG00000252550	SNORA25	7972709				-0.1	0.36889787167567	-1.36839481117673
ENSG00000252556	RNU6-256P	7944716	0.1	0.863838505071164	0.257243943265538			
ENSG00000252603	RNU6ATAC22P	8076382	0.2	0.254497355164129	1.69949283744536	0.1	0.481619675343021	1.08550331723484
ENSG00000252604	RNU2-44P	8097936	0.1	0.742804696044231	0.486659343767504			
ENSG00000252606	RNU6-1150P	8070714	-0.1	0.33935378958189	-1.39580347112991	-0.1	0.566718136625975	-0.899801552771477
ENSG00000252619	RNU6-1149P	8070601	0.1	0.547268856239906	0.8698818443545	0.1	0.775594464161491	0.472264874489521
ENSG00000252628	RNU6-453P	8007605	-0.3	0.309845169176566	-1.49077183903641	-0.3	0.297691461447756	-1.6015324615034
ENSG00000252633	RN7SKP282	8177068				-0.2	0.176205214718561	-2.13513555877666
ENSG00000252635	RNU2-56P	8065198	-0.1	0.637860118578714	-0.689295921516091	-0.2	0.258748048483275	-1.74611481533961
ENSG00000252637	RNA5SP268	8146788				0.3	0.0296488687873034	4.32529778452419
ENSG00000252649	RNA5SP480	8061507	0.1	0.363474748198712	1.32353829910501	0.1	0.782454271604324	0.459930804573711
ENSG00000252650	RNA5SP75	7923705				-0.1	0.586022463122039	-0.858054150157184
ENSG00000252652	Y_RNA	7939432				0.2	0.112361008928086	2.60685958110106
ENSG00000252671	Y_RNA	8104461	-0.3	0.155509978328021	-2.21021754553156	-0.2	0.302821448274256	-1.58162411202539
ENSG00000252680	RNA5SP449	8022279				0.2	0.471452605401387	1.10963984129631
ENSG00000252686	RNU6-1234P	7973754				0.1	0.228774141305456	1.87378009329539
ENSG00000252688	RNU6-579P	8045343	0.2	0.102882182087833	2.64112797639853			
ENSG00000252696	RNA5SP34	7972253	0.1	0.511040140156804	0.951230467334822			
ENSG00000252707	RNU11-2P	8012852				0.2	0.147376700203224	2.32044761704048
ENSG00000252710	RNU6-295P	8150687	0.3	0.124805868312255	2.44511311050755	0.4	0.0690485108772752	3.14719009285365
ENSG00000252717	RNU6-352P	7903399				-0.1	0.30062402992925	-1.5904334232102
ENSG00000252719	SNORA18	8170230				0.1	0.65434277401366	0.719224870081672
ENSG00000252726	RNA5SP94	8042111	0.1	0.466671325298846	1.05362663615291			
ENSG00000252727	SCARNA11	7953763				0.1	0.763293367622557	0.495772316182057
ENSG00000252735	RNU6-528P	8145780	-0.1	0.43855139306585	-1.12177868105531	-0.2	0.296470500433934	-1.6068505506548
ENSG00000252742	Y_RNA	8055135	-0.2	0.588364680619386	-0.786393124415862	-0.1	0.767650558678315	-0.487366972165639
ENSG00000252745	RNA5SP143	8091239	0.2	0.247438419733763	1.73043955370764	0.1	0.779756959971839	0.464790683706085
ENSG00000252756	RNU6-577P	8051462				0.3	0.12299332987834	2.50815960300977
ENSG00000252759	Y_RNA	8058145				0.2	0.482255842032777	1.08308298533241
ENSG00000252764	RNU6-1092P	8147687				0.2	0.172967636258935	2.15378550463909
ENSG00000252769	RNU6-943P	7946328				-0.3	0.282559651910156	-1.65481830641253
ENSG00000252770	RNU7-4P	7988424				0.1	0.671136783205227	0.684426520440289
ENSG00000252772	RNU6-714P	8156371				0.2	0.17761278817704	2.12649454193675
ENSG00000252782	RNU6-341P	7979412	0.2	0.488656766770177	1.0010234724171	0.5	0.00894298729698478	6.77629839399797
ENSG00000252804	RNU6-958P	8041642	-0.2	0.58652007209793	-0.790577959347864	-0.4	0.0638128343367315	-3.24299030801663
ENSG00000252810	RNU6-345P	8168886	0.1	0.687707036507725	0.590409008624814			
ENSG00000252814	RN7SKP233	7997319	0.1	0.635807140219231	0.693554262814929			
ENSG00000252832	RNU6-1212P	7932451				-0.1	0.668315734206868	-0.689736977291465
ENSG00000252840	SNORA44	7920025				0.1	0.807919265846623	0.403053578963808
ENSG00000252856	RNA5SP503	8167249	-0.1	0.604442842150022	-0.754150394988143	-0.2	0.454149055404764	-1.15108376829548
ENSG00000252857	RNU6-389P	8132911	-0.1	0.715303140413263	-0.536529211302413	-0.2	0.302672708127993	-1.58224873472294
ENSG00000252864	RNA5SP278	8148474				0.1	0.690901547170061	0.642369124575062
ENSG00000252881	RNU6-334P	8113429	0.3	0.136062153575521	2.35561755073415			
ENSG00000252891	Y_RNA	8128245				0.1	0.913876735897248	0.18933315246753
ENSG00000252894	Y_RNA	8090662	0.1	0.5686652939528	0.827051421840371	0.2	0.0856738492973966	2.8968313845429
ENSG00000252897	RNU6-685P	8043022	0.2	0.249083081342988	1.72304653101432	0.1	0.761971324738427	0.498302489505829
ENSG00000252900	RNU6-303P	8177044	-0.1	0.361569050230221	-1.3283464039849	-0.2	0.314026274489791	-1.54446735627996
ENSG00000252908	RNU6-1003P	8104607	0.1	0.666262843980439	0.631403088242398			
ENSG00000252913	RNU6-158P	8100306				-0.1	0.555321730376729	-0.924535107430137
ENSG00000252915	Y_RNA	8068610				0.2	0.526347327473672	0.985064420025383
ENSG00000252923	SCARNA16	8057931	0.2	0.151506469605888	2.23629251593246	0.1	0.665631159196808	0.694897379693109
ENSG00000252927	RNA5SP404	7993165	-0.2	0.58830002908401	-0.786559131839282	-0.3	0.44609223850663	-1.17225341162193
ENSG00000252928	RNU6-64P	7968329	0.1	0.466723543748689	1.05346489021058			
ENSG00000252937	RNU6-1270P	8088846	0.1	0.365652438329222	1.31662185291199	0.2	0.104512058505013	2.67844330018239
ENSG00000252942	RNA5SP290	8162823	0.3	0.0115929620320893	5.21573095929843			
ENSG00000252944	RNU6-897P	8121249	0.4	0.117101799518496	2.51071217485963			
ENSG00000252947	SCARNA1	7899392				0.3	0.125959998810481	2.48184690418763
ENSG00000252956	RNA5SP40	7912252	0.2	0.153895337562131	2.22098970834338			
ENSG00000252957	RNA5SP402	7991540				0.1	0.748656111581076	0.524467481768057
ENSG00000252975	Y_RNA	8099922	0.1	0.862970689177294	0.259491351014049	0.1	0.543049850900913	0.949011159914056
ENSG00000252980	RNU6-367P	8079163	0.7	0.00766191573584396	5.81434243377485			
ENSG00000252991	RNU6-1073P	8159846				-0.2	0.198063714557001	-2.01886650097079
ENSG00000252995	RNU6-667P	7990808				0.2	0.159178203485956	2.23840295408283
ENSG00000252996	RNU6-1315P	7960355				-0.4	0.227878475324163	-1.87743156501045
ENSG00000253001	RN7SKP105	8103516	0.1	0.625260948272627	0.714202145868738			
ENSG00000253003	RNU6-1261P	7973898				-0.1	0.578688879018577	-0.875111125912756
ENSG00000253005	RNU6-176P	7914182				-0.1	0.816989577585602	-0.38204911970386
ENSG00000253006	RN7SKP283	8059578				0.1	0.298565656462546	1.59836962554348
ENSG00000253015	RN7SKP64	8114489				-0.1	0.578637897955945	-0.875615036773302
ENSG00000253022	RNU6-731P	7897293	-0.1	0.457588894360677	-1.07585943954273	-0.2	0.253091622640529	-1.76998085321497
ENSG00000253026	RNU6-464P	8127143				-0.1	0.658743240449577	-0.710271628080668
ENSG00000253032	RNU6-299P	8105434				-0.1	0.696310819269531	-0.630399044495297
ENSG00000253035	RNU4ATAC5P	7944720	-0.1	0.435629190235469	-1.12869574758119	-0.1	0.750716856660989	-0.520524353454238
ENSG00000253039	RNA5SP47	7901071				-0.1	0.429424370319068	-1.2103522653705
ENSG00000253049	SNORA43	8077351	0.1	0.712122205825519	0.542264281681855	0.2	0.255675499965979	1.75876044367653
ENSG00000253055	RNA5SP415	7995342				-0.1	0.629407431901835	-0.768970141225257
ENSG00000253055	RNA5SP415	7995346	0.2	0.301623073615232	1.52065151730839			
ENSG00000253057	RN7SKP57	8113502	1.2	2.36148877686321E-4	14.0019077004941	0.3	0.0961899261195603	2.77144750065805
ENSG00000253065	SNORA40	8115677	-0.2	0.124796676267572	-2.44529317267193	-0.2	0.140659716046234	-2.36676779142124
ENSG00000253077	RNA5SP169	8103202	-0.2	0.199409888821173	-1.95496917212216	-0.2	0.321566717580105	-1.51887780508143
ENSG00000253078	RNU6-1116P	8051571	0.3	0.149801461488011	2.24921395092235	0.3	0.253464738484293	1.76857998866142
ENSG00000253085	SCARNA11	7912625	-0.2	0.263155006629917	-1.66436626857057			
ENSG00000253087	RNU6-1174P	8090889	-0.2	0.0912619895255985	-2.76636664060296			
ENSG00000253173	RP11-152C15.1	8151252	0.3	0.0591865653770748	3.22433724109356			
ENSG00000253245	MTND1P36	7951345				0.1	0.394227439864642	1.29970257914705
ENSG00000253251	CTC-534A2.2	8105661				0.1	0.267551124835635	1.71222283697411
ENSG00000253276	CCDC71L	8142136	-0.3	0.0173707477807306	-4.66927181077046			
ENSG00000253313	C1orf210	7915500				-0.1	0.759208296409407	-0.504026822904295
ENSG00000253368	TRNP1	7899284				-0.3	0.0478639394101055	-3.59677726226105
ENSG00000253504	MTCYBP19	8150210				-0.1	0.417169388004335	-1.24078307400536
ENSG00000253563	NKX2-1-AS1	7973966	0.2	0.205038674787307	1.92653140063385			
ENSG00000253598	SLC10A5	8151559	0.1	0.593722251620555	0.774485515506532	0.4	0.114333779701645	2.58788526755605
ENSG00000253669	KB-1732A1.1	8147721	0.2	0.0758125188231214	2.96196164513866			
ENSG00000253719	ATXN7L3B	7957242				-0.2	0.0968384230275817	-2.76530992993708
ENSG00000253729	PRKDC	8150599	0.5	0.0433091961335995	3.56069079090775	0.2	0.346606188821906	1.43801801104094
ENSG00000253868	FER1L6-AS2	8152742	-0.1	0.732126363209347	-0.506103528346449	-0.1	0.660826783096331	-0.705894924595412
ENSG00000254004	ZNF260	8036324	-0.2	0.199814527930841	-1.95242429958006	0.4	0.00909987949910633	6.71376951651273
ENSG00000254087	LYN	8146500				-0.2	0.101714711352425	-2.70938200413581
ENSG00000254156	MTND6P20	8146332	0.1	0.453738192262475	1.08609159057751			
ENSG00000254235	RP11-115J16.1	8144526	0.2	0.314424739326172	1.47453871974302	-0.2	0.523471555353929	-0.993118323839859
ENSG00000254328	CTC-308K20.4	7893949	0.5	0.234287318163228	1.78792081902588	0.7	0.0888123799826299	2.85713951957998
ENSG00000254346	MTND1P6	8145772	0.1	0.503898117922865	0.967919170604076	0.1	0.698762070338076	0.624652482047153
ENSG00000254402	LRRC24	8153862				-0.1	0.749610954365726	-0.522554899118808
ENSG00000254415	SIGLEC14	8038885				-0.1	0.650226402075088	-0.727138782082007
ENSG00000254466	OR4D10	7940177	-0.1	0.428853905190736	-1.14566461069145	-0.1	0.50256758068814	-1.03833166488356
ENSG00000254470	AP5B1	7949490				0.1	0.664672180222551	0.697135709999447
ENSG00000254521	SIGLEC12	8038852				-0.1	0.44966610743035	-1.16278592869128
ENSG00000254585	MAGEL2	7986755	0.3	0.237424434588173	1.77390710535705			
ENSG00000254603	OR5M6P	7948139	0.2	0.489261041489523	0.999382019604478	0.1	0.588922730932422	0.851273808106592
ENSG00000254650	MTCYBP41	7950895				0.2	0.505131380986194	1.03311691860771
ENSG00000254650	MTCYBP41	7950897	-0.2	0.457860829102812	-1.07433251742804	-0.3	0.129001645560747	-2.45464299035894
ENSG00000254650	MTCYBP41	8055494	-0.1	0.48459169398884	-1.01145606922919	-0.2	0.317504821124805	-1.53268927443897
ENSG00000254668	RP11-375D13.1	7893536				0.4	0.0168176392649231	5.33864058322387
ENSG00000254737	OR10G4	7944797	0.6	0.0583154909879285	3.241497471586	0.4	0.0953796370583201	2.78074369642212
ENSG00000254834	OR5M10	7948148	-0.2	0.390280837436313	-1.24681678800392			
ENSG00000254835	RNF185-AS1	8075477				-0.2	0.0934386894332416	-2.80475693569317
ENSG00000254837	AP001372.2	7942520	-0.3	0.099647456203531	-2.67441194145584	-0.1	0.345916737936536	-1.44041806255844
ENSG00000254858	MPV17L2	8026982				-0.2	0.0475461598803554	-3.60864852019059
ENSG00000254870	ATP6V1G2-DDX39B	7892990	-0.1	0.857093239675886	-0.271849331952094	0.7	0.409739653535604	1.25994039677944
ENSG00000254870	ATP6V1G2-DDX39B	7894183	0.4	0.148879359869586	2.2555800547503	0.5	0.0347182465019273	4.0573114163211
ENSG00000254870	ATP6V1G2-DDX39B	7895960	0.1	0.740082865520206	0.492450706001998			
ENSG00000254870	ATP6V1G2-DDX39B	7896294	0.4	0.089299225708597	2.78890561297715	0.2	0.358562766413894	1.40038692787279
ENSG00000254936	AF131215.3	8149315	0.2	0.218179777355128	1.86349107185272	0.2	0.111890728888588	2.61166600422449
ENSG00000254986	DPP3	7941621	-0.3	0.0198524542828821	-4.4915442354681	-0.2	0.0566076962256069	-3.38612806268447
ENSG00000255042	RP11-347H15.5	7948092	0.2	0.154867309350091	2.2152139943483	0.2	0.171678969642039	2.16117512033037
ENSG00000255112	CHMP1B	8020179	-1.1	0.00114587447531624	-9.44380919430938	-0.9	0.00460329212411894	-8.59970601765029
ENSG00000255138	GLTPP1	7938748	0.2	0.168226708122016	2.12860341624615	0.2	0.131503214032555	2.43564191810545
ENSG00000255150	EID3	7958200	-0.2	0.229710722798906	-1.80785737146091			
ENSG00000255156	RNY1P9	8074640				0.3	0.026840231301802	4.48916887769357
ENSG00000255259	ZNF123P	7952675				0.2	0.240930932665053	1.820014384101
ENSG00000255267	RP11-430H10.2	7939581				-0.2	0.192392784498359	-2.04642406093173
ENSG00000255394	C8orf49	8144656	-0.2	0.374284763497557	-1.29030208286124	-0.1	0.352685493716762	-1.41825834672353
ENSG00000255398	HCAR3	7967322	0.1	0.498473817026313	0.979313481959909			
ENSG00000255423	EBLN2	8080980				0.1	0.562034475450607	0.910283467633123
ENSG00000255559	ZNF252P-AS1	8148951	0.2	0.121156795530542	2.47837344680617			
ENSG00000255587	RAB44	8119096	0.2	0.283367268190302	1.59003048724213			
ENSG00000255622	PCDHB17P	8108706	-0.1	0.58806320809153	-0.787412765922629	-0.2	0.198613875916029	-2.01611719850062
ENSG00000255647	CTD-2373J6.2	8106818	-0.3	0.160175927225083	-2.18065968489112	-0.1	0.510633735298931	-1.02099225290747
ENSG00000255804	OR6J1	7977782				0.1	0.659343334701321	0.70912615427017
ENSG00000255819	KLRC4-KLRK1	7961173	-0.1	0.703703503320886	-0.559408791115101			
ENSG00000255837	TAS2R20	7961285	0.1	0.633529799616758	0.698010620223381	0.2	0.0943199750005998	2.79328528822535
ENSG00000255874	LINC00346	7972826				-0.3	0.128131394979979	-2.46251176777619
ENSG00000255883	FUNDC2P1	8106189	-0.2	0.236042483557126	-1.77960566786277	-0.2	0.296470500433934	-1.60685610377893
ENSG00000255892	NDFIP1P1	7961602	-0.1	0.497929623708957	-0.980474614876135	-0.1	0.483836286529436	-1.07989563325965
ENSG00000255986	MT1JP	7995803	-0.4	0.0265058505280595	-4.13340131848349			
ENSG00000256040	PAPPA-AS1	8163672	0.2	0.412952237094523	1.1861673902328	-0.6	0.0273194196238892	-4.45918816898275
ENSG00000256043	CTSO	8103389	-0.6	0.00177689461859613	-8.43432109889761	-0.2	0.0606351634811221	-3.30145205466774
ENSG00000256045	MTRNR2L10	8173162	0.3	0.220811954022741	1.85111854326795	0.2	0.439592402760378	1.18882601761637
ENSG00000256045	MTRNR2L10	8173164	-0.1	0.484304095894844	-1.01207071327989			
ENSG00000256053	APOPT1	7977119	0.2	0.107689908741796	2.59179327144843	0.1	0.732237176912103	0.559547360010681
ENSG00000256087	ZNF432	8038942	0.3	0.127551842103758	2.4195655332932	0.3	0.080206338934661	2.97325271802668
ENSG00000256103	ATP5J2P5	7960516	-0.2	0.270782529384469	-1.63658734064772	-0.1	0.47536463932557	-1.10071249681199
ENSG00000256124	LINC01152	8009515	-0.3	0.0418035645105926	-3.60325077595036	-0.3	0.0835760009197346	-2.92452376766416
ENSG00000256210	AC005255.3	8026381	0.4	0.0339174874873343	3.83672102404919	0.3	0.103619205569418	2.68949321290644
ENSG00000256223	ZNF10	7960158				0.2	0.0948651296173304	2.78693951244388
ENSG00000256235	SMIM3	8109326	-0.2	0.035433415717222	-3.7860154165276	0.4	0.0108758503103295	6.24987685393508
ENSG00000256269	HMBS	7944401	0.1	0.365292133681366	1.31805678776495	-0.1	0.629307137937541	-0.769176476727896
ENSG00000256294	ZNF225	8029385				0.2	0.153642341282127	2.27620857374307
ENSG00000256436	TAS2R31	7961291				0.1	0.330439829202425	1.48863145419524
ENSG00000256525	POLG2	8017621				0.2	0.334101522956307	1.47801428272636
ENSG00000256612	CYP2B7P	8028955	0.1	0.557707853912171	0.848721147944221			
ENSG00000256618	MTRNR2L1	8005749	0.1	0.563276516650406	0.836893298143028	0.1	0.279074312124383	1.66777656286041
ENSG00000256628	ZBTB11-AS1	8081358				-0.3	0.0306889586786614	-4.26589649902522
ENSG00000256667	KLRA1P	7961198				0.3	0.175285136834011	2.14008337840419
ENSG00000256683	ZNF350	8038919	-0.2	0.273519173267526	-1.62654539566396			
ENSG00000256704	SDCCAG3P1	8023591	0.2	0.0746058806204509	2.97794767217885	0.1	0.302513566447089	1.58293707560336
ENSG00000256709	RP1-19N1.1	8169154	-0.2	0.256312959840111	-1.69116141104084	0.3	0.0313277985649342	4.22975243529726
ENSG00000256771	ZNF253	8027241				0.5	0.00795770706169605	7.03601323056929
ENSG00000256810	RP11-76C10.2	7967702				-0.1	0.477303555845872	-1.09603494344697
ENSG00000256826	ATP5J2P4	8009253	0.2	0.257070593262914	1.68836306659794	0.2	0.166783468342715	2.19184400149449
ENSG00000257008	GPR142	8009631				-0.1	0.661157860485652	-0.705388622806208
ENSG00000257017	HP	7997188				-0.2	0.396941973021862	-1.29309506091609
ENSG00000257074	RPL29P33	8036031	0.1	0.727575053455394	0.513506614657575			
ENSG00000257093	KIAA1147	8143441				0.2	0.18968148025544	2.06004936119052
ENSG00000257108	NHLRC4	7991898	0.1	0.491161924066562	0.995139764329626			
ENSG00000257127	CLLU1	7957508	-0.1	0.235417449718736	-1.78267729944252			
ENSG00000257179	HMGN2P6	7978389	-0.3	0.205090840269715	-1.92615522067332	-0.4	0.0414886567570531	-3.78373291880239
ENSG00000257198	FAM205BP	8160900				0.1	0.421307806134578	1.23068339803001
ENSG00000257218	GATC	7893339	-0.4	0.00833943851961022	-5.68755538283331			
ENSG00000257267	ZNF271P	8020898	0.2	0.357866797732694	1.34033144218526	0.3	0.119172347856418	2.54364644950512
ENSG00000257275	RP11-164H13.1	7976554	-0.1	0.644857114714622	-0.674685640564728			
ENSG00000257335	MGAM	8136662				0.3	0.0295471421672485	4.33013361766936
ENSG00000257987	LINC00935	7955135	0.2	0.414590080250158	1.18110162944483			
ENSG00000258010	RP11-210M15.1	7990827				0.2	0.124787245470935	2.49245359218573
ENSG00000258071	ARL2BPP2	7955635				0.1	0.250810391813954	1.77955582924877
ENSG00000258083	OR9A4	8136660	0.1	0.535846113994482	0.893679546652254			
ENSG00000258227	CLEC5A	8143471				-0.1	0.425526448769838	-1.22027988446131
ENSG00000258289	CHURC1	7975113	-0.2	0.0903792069349025	-2.77475724672477			
ENSG00000258357	RP11-778J16.2	7965508	0.1	0.381232527894665	1.26992281593984	0.2	0.212456952571788	1.94571296444466
ENSG00000258405	ZNF578	8030944				0.3	0.196920213424255	2.02433797192678
ENSG00000258423	OR7E105P	7974339				0.2	0.129481838116018	2.45094585289953
ENSG00000258445	RP11-307P22.1	7974811	0.2	0.0960839884898974	2.71144509014847			
ENSG00000258498	DIO3OS	7981326	-0.3	0.0131725420707236	-5.03567087561911	-0.2	0.0313932368784241	-4.22582749600286
ENSG00000258729	RP11-404P21.6	7981190				0.1	0.605950937701535	0.816295714656557
ENSG00000258762	MTND4P33	7976061	0.2	0.130764562263149	2.39398519594564			
ENSG00000258817	OR4C13	7939900	0.2	0.384471394509693	1.26170531929548	0.1	0.785593858873976	0.453804005464793
ENSG00000258986	TMEM179	7981490				-0.1	0.300742029918061	-1.58964902641907
ENSG00000259020	RP11-529H20.3	7976239				0.1	0.654156104314023	0.71973488511122
ENSG00000259073	FOXN3-AS2	7976148				-0.1	0.576715437578953	-0.879267549793448
ENSG00000259084	RP11-1070N10.6	7976552	-0.3	0.0790784795900322	-2.91816870171706	-0.4	0.0316239297432907	-4.21004196185657
ENSG00000259165	DDX18P1	7975309	0.2	0.233294663435606	1.79289812406538	0.1	0.488031196887955	1.07040203761731
ENSG00000259239	RP11-521C20.1	7987466	-0.1	0.344066316327712	-1.38134755239728			
ENSG00000259315	ACTG1P17	7991017	0.2	0.0890852971879731	2.79094883691409			
ENSG00000259334	LINC00596	7978103	0.1	0.573506874050657	0.817375652031026	-0.1	0.792224109737297	-0.439027646604996
ENSG00000259429	UBE2Q2P2	7985402	0.2	0.232471007699696	1.79647057473962			
ENSG00000259429	UBE2Q2P2	7985444	0.2	0.207684732609317	1.91410021566789			
ENSG00000259431	THTPA	7973427	-0.4	0.0712402447576981	-3.02593143999515	-0.1	0.735998424856907	-0.551911598797166
ENSG00000259498	RP11-244F12.3	7989491				-0.2	0.0875627712238485	-2.87274639350836
ENSG00000259557	HMGN1P26	7989489				-0.1	0.285177306974698	-1.64502205857548
ENSG00000259571	BLID	7952309	0.2	0.493808369158399	0.989862977920233	1.2	0.0188820161290195	5.07826459048308
ENSG00000259660	DNM1P47	7986515				0.1	0.387857934262391	1.31531207864084
ENSG00000259660	DNM1P47	7986517				0.2	0.210137143661646	1.95619386703149
ENSG00000259660	DNM1P47	7986522				0.2	0.210137143661646	1.95619386703149
ENSG00000259660	DNM1P47	7986525				0.1	0.387857934262391	1.31531207864084
ENSG00000259706	HSP90B2P	7986407	0.2	0.190242858748731	2.00192492236158	0.1	0.672845857446983	0.679879442359197
ENSG00000259803	SLC22A31	8003444	-0.1	0.341158123667206	-1.39041821690251	-0.1	0.324625940587344	-1.50912457545641
ENSG00000259925	CTA-363E6.2	7999886	0.1	0.359940102948281	1.3328459417158	0.1	0.681764887627062	0.661360965631309
ENSG00000260082	RP11-2C24.5	8000945				-0.4	0.0103548263807993	-6.36134353299662
ENSG00000260096	DNM1P33	7984799	0.2	0.0847721403039784	2.84068605891329			
ENSG00000260121	RP5-1142A6.9	7997827				-0.3	0.0171092711601795	-5.30300433220496
ENSG00000260161	MTCYBP28	8003066	-0.1	0.560384888425322	-0.843156743954227	0.1	0.876751720991898	0.265000093421018
ENSG00000260230	FRRS1L	8163109	-0.2	0.212008359297211	-1.89339495656493			
ENSG00000260347	MOCS1P1	7995438				-0.2	0.354106535498803	-1.41461493784446
ENSG00000260357	DNM1P34	7990452	-0.1	0.811472221981532	-0.358466295142553	-0.2	0.540537189087715	-0.95459234379578
ENSG00000260372	AQP4-AS1	8020717				-0.2	0.411835986630178	-1.25386489968837
ENSG00000260428	SCX	8148796	0.3	0.0222843934835956	4.34192189234081			
ENSG00000260428	SCX	8148821	0.3	0.0222843934835956	4.34192189234081			
ENSG00000260496	RP11-161M6.3	7998392				0.1	0.688009854931535	0.648233488635204
ENSG00000260549	MT1L	7995793	-0.8	3.02800134130355E-4	-13.1675445544584	0.2	0.0176162426181425	5.22975852601651
ENSG00000260565	ERVK13-1	7998835				0.4	0.0286052014882592	4.38691472438709
ENSG00000260630	SNAI3-AS1	7997808	0.1	0.341114392559108	1.39059194965174	0.1	0.449955660868785	1.16207396704627
ENSG00000260690	CYCSP39	8000407				-0.2	0.443578473367994	-1.17930936241846
ENSG00000260815	RP11-24M17.3	7985032	0.2	0.401066888744885	1.21768375098298	0.2	0.258960055466764	1.74535741890117
ENSG00000260852	FBXL19-AS1	8000957	-0.1	0.586350302446225	-0.79089473164743			
ENSG00000261221	ZNF865	8031514				-0.2	0.227194728521085	-1.88035156692839
ENSG00000261236	BOP1	8153664				-0.2	0.0644843487620034	-3.23120762417826
ENSG00000261239	ANKRD26P1	8001113				0.1	0.441982001019952	1.18335000530373
ENSG00000261371	PECAM1	8017599				0.3	0.0137749533942672	5.72480431722949
ENSG00000261456	TUBB8	7931674	0.1	0.345735456969511	1.37567120715432			
ENSG00000261461	UBE2MP1	8001111	0.1	0.43440307609961	1.13190427407922	-0.2	0.364870322927178	-1.38044023057391
ENSG00000261678	SCRT1	8153937	0.1	0.400084374051616	1.22113061253433			
ENSG00000261787	TCF24	8151125	0.2	0.105391110764656	2.61393445444364			
ENSG00000261924	CTD-2561B21.5	8180210	0.2	0.125411892894419	2.43925897076305	0.1	0.702649914000441	0.617034951524173
ENSG00000262085	OR1P1	8011328				-0.1	0.5349677009362	-0.966313520870569
ENSG00000262180	OCLM	7908347	0.1	0.678350824047219	0.609373436974743	0.3	0.124786842409462	2.49280825018821
ENSG00000262406	MMP12	7951297	-0.4	0.0290615473010331	-4.02044134192222	-0.3	0.0922523096473815	-2.81916412636939
ENSG00000262420	RP11-490O6.2	7993265				-0.3	0.0128077433208764	-5.87112619299109
ENSG00000262587	RP11-266L9.4	7994235	0.2	0.173352333112034	2.09998434608919			
ENSG00000262621	LA16c-306E5.2	7992895				0.1	0.693237272447332	0.637249605630863
ENSG00000262655	SPON1	7938608				-0.3	0.0249721863957924	-4.61301308185021
ENSG00000262670	RP11-64J4.2	8011331	0.2	0.440181229692186	1.11796189404569	0.1	0.691669158618352	0.640734729710501
ENSG00000262919	FAM58A	8175811	0.2	0.322381521437545	1.44755572820077			
ENSG00000263001	GTF2I	8133504	-0.1	0.505648255917134	-0.963652213496031			
ENSG00000263002	ZNF234	8029392				0.6	0.00956071436860695	6.59484624585112
ENSG00000263006	ROCK1P1	8019804	0.1	0.818824285535632	0.344906789966156	0.3	0.288342832648607	1.63406427476242
ENSG00000263177	MTND1P8	7998961				-0.1	0.421655110838329	-1.22984030920872
ENSG00000263278	CH17-351M24.1	8019751	0.3	0.0285518019897172	4.04105698041765	0.1	0.597634084785113	0.833779957593505
ENSG00000263426	RN7SL471P	8117710	0.4	0.035195805784825	3.79314099379058			
ENSG00000263528	IKBKE	7909188	-0.2	0.0494209056339167	-3.41680714913591			
ENSG00000263556	RN7SL383P	8105179	0.1	0.294004363207067	1.55034192185955			
ENSG00000263563	UBBP4	8005736	0.2	0.153002689430115	2.22666117061047	0.1	0.317428155193476	1.53300324986149
ENSG00000263595	RN7SL823P	8035234	0.3	0.13811009819847	2.33598607259791	-0.1	0.762900245318168	-0.496406668594062
ENSG00000263616	RN7SL178P	8149256	0.1	0.605191996076846	0.752735429447161	0.1	0.746029728063677	0.530603874000272
ENSG00000263740	RN7SL4P	8078153	0.3	0.183578154800507	2.04018582044337	0.1	0.623882182123177	0.780243353602258
ENSG00000263815	RN7SL426P	8013507				0.1	0.720055421547215	0.582099737983382
ENSG00000263841	RN7SL44P	7920256	-0.1	0.281182874874819	-1.59744814758678	-0.2	0.297691461447756	-1.6013843377401
ENSG00000263914	MTND2P13	8005755				0.1	0.562663937646513	0.909066704204438
ENSG00000263961	C1orf186	7923875	0.1	0.732258824125898	0.505650063135259			
ENSG00000263988	RN7SL147P	8085358	0.3	0.457845162431386	1.07448010059588	0.3	0.201306005261039	2.00168773701528
